"","id","decade","name","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","explicit","popularity","release_date","year"
"4757","2HWelwHQS4EdRqIycZOc3O","10s","When We","Tank",0.635,0.324,6,-9.51,0,0.0769,0.165,4.18e-06,0.108,0.0741,117.863,309120,4,34.3478,13,1,1,63,"2017-09-29",2017
"4758","2hWI9GNr3kBrxZ7Mphho4Q","80s","Lucky Star","Madonna",0.793,0.627,4,-10.599,0,0.0431,0.266,7.1e-05,0.145,0.963,117.203,333773,4,45.87896,13,1,0,53,"1983-07-27",1983
"4759","2HWWNoWEEEECwZhAiLg7ib","00s","Beautiful Liar","Beyonce & Shakira",0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,199853,4,77.67542,7,1,0,62,"2007-05-29",2007
"4760","2hx4ptqsE8dboLH3NCLmaN","90s","Father Of Mine","Everclear",0.568,0.94,1,-5.401,1,0.0411,0.000431,4.96e-05,0.0779,0.738,97.096,231400,4,30.38029,12,1,0,63,"1997-10-07",1997
"4761","2HXI4dO1IkdxzME613wgR0","80s","He Walked on Water","Randy Travis",0.606,0.339,2,-9.475,1,0.026,0.373,9.27e-06,0.157,0.446,90.306,205240,4,31.28779,12,0,0,41,"1989-09-26",1989
"4762","2HXixVqzzm9rEUIMAWzshl","80s","I Hate Myself For Loving You","Joan Jett & the Blackhearts",0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,246800,4,25.42956,13,1,0,68,"1988-05-23",1988
"4763","2HXnjMxrO4QccqE3Grwmd0","60s","I Threw It All Away","Bob Dylan",0.476,0.194,0,-20.311,1,0.0335,0.603,0.0135,0.23,0.371,145.945,143067,4,24.22048,6,1,0,42,"1969-04-09",1969
"4764","2Hyis7pyTBDyR3zq4GNZCu","70s","Do You Want To Dance?","Bette Midler",0.384,0.393,7,-7.959,0,0.0349,0.641,1.69e-06,0.0869,0.446,167.241,162867,4,43.24182,7,1,0,40,"1972",1972
"4765","2HyrLPJTZ4qDpWJ6qnu0Ke","80s","New Frontier","Donald Fagen",0.772,0.679,9,-10.47,1,0.0421,0.473,0.0215,0.165,0.886,123.598,381107,4,47.63355,20,1,0,47,"1982-10-29",1982
"4766","2HZ4lEC8BB5QIoW2JbckPg","60s","De Qué Manera Te Olvido","La Sonora Santanera",0.725,0.366,9,-8.378,1,0.0427,0.554,5.67e-05,0.0757,0.827,106.592,162627,4,36.03113,7,0,0,8,"1960",1960
"4767","2i4nfMalkKDkp7wIwUImqT","70s","Break Away","Art Garfunkel",0.546,0.271,4,-16.459,1,0.041,0.719,3.27e-06,0.108,0.442,102.524,215573,4,29.81547,10,1,0,31,"1975-10",1975
"4768","2I4wcoJP7bT7PceIag67rn","00s","What A Beautiful Day","Chris Cagle",0.576,0.814,6,-5.818,1,0.0363,0.216,1.35e-06,0.0969,0.766,98.024,224787,4,77.63869,5,1,0,44,"2003-01-01",2003
"4769","2i7SlECYIAsT72FpLUU1Uj","90s","Me Gustas Mucho","Rocío Dúrcal",0.632,0.307,5,-10.749,1,0.0341,0.23,7.02e-06,0.146,0.951,120.52,188827,4,40.59942,8,0,0,56,"1992-10-14",1992
"4770","2I7wlhRFEesckeIVxZTJL8","80s","Heart Hotels","Dan Fogelberg",0.512,0.311,0,-21.078,1,0.0275,0.323,2.56e-06,0.0539,0.445,97.85,255333,4,35.09767,12,1,0,41,"1979",1979
"4771","2I7zPSHLAShENmtCAZmz26","80s","The Choke","Skinny Puppy",0.558,0.781,10,-14.531,1,0.0516,0.00654,0.0209,0.341,0.231,115.381,389160,4,25.15549,17,0,0,24,"1985",1985
"4772","2i9jUBJS6RWr1UhyR9mxft","60s","Caminito","Eydie Gormé",0.512,0.331,10,-9.858,1,0.0329,0.881,0,0.448,0.473,109.757,157973,4,23.1418,9,0,0,37,"1964",1964
"4773","2ia7iiEtpiOL2ZVuWxBZGB","10s","I Will Never Let You Down","Rita Ora",0.753,0.801,4,-3.215,1,0.0296,0.403,0,0.128,0.794,128.011,203467,4,46.59437,10,1,0,65,"2014-03-31",2014
"4774","2IAmL20tcnaitCWZC3DU12","70s","Brazil (Aka Aquarela do Brasil)","Antônio Carlos Jobim",0.505,0.483,10,-20,0,0.0438,0.118,0.894,0.0773,0.631,111.795,442933,4,34.83422,16,0,0,40,"1970",1970
"4775","2iAtvBE3MIBtVV1fkrFdxH","80s","Heavy Metal","Judas Priest",0.428,0.975,2,-5.183,1,0.08,0.167,3.92e-05,0.414,0.234,134.015,358240,4,20.73395,15,0,0,34,"1988-05-03",1988
"4776","2ib1IMnHzjMtB7k6WkMcGv","60s","Sad Mood","Sam Cooke",0.527,0.429,7,-9.933,1,0.0412,0.392,0,0.286,0.786,99.763,160533,4,44.3253,8,1,0,31,"1960-01-01",1960
"4777","2iBDvB4tH77SER1ppzZ2NL","80s","Make It Better (Forget About Me)","Tom Petty And The Heartbreakers",0.568,0.607,2,-13.942,1,0.0437,0.107,9.77e-05,0.356,0.782,126.787,263800,4,37.01034,13,1,0,27,"1985-03-26",1985
"4778","2IBF9lQ9lgVai8LkskI5L7","00s","Get Like Me","David Banner Featuring Chris Brown",0.823,0.753,1,-4.199,1,0.476,0.00323,0,0.228,0.656,117.281,224547,5,51.43202,9,1,1,56,"2008",2008
"4779","2iclfHORMqpR3TxuhwVRhD","00s","Mesmerize","Ja Rule Featuring Ashanti",0.764,0.648,1,-6.639,1,0.206,0.0563,0,0.414,0.391,90.1,278720,4,21.68794,13,1,1,64,"2002-01-01",2002
"4780","2IcqY68BxP1ONPi3ME6aje","70s","Evergreen (Love Theme From ""A Star Is Born"")","Barbra Streisand",0.335,0.303,9,-10.943,1,0.0315,0.932,0.0271,0.0907,0.186,114.224,184800,4,16.95608,12,1,0,64,"1976-11",1976
"4781","2ICY6t4FTWPqM0CobYBx3M","60s","Out Of This World","John Coltrane Quartet",0.366,0.685,10,-7.928,0,0.0478,0.803,3.42e-05,0.233,0.515,93.018,842040,3,34.58372,35,0,0,22,"1962",1962
"4782","2ID3rNM3hFBjqrLcV0Wr0y","60s","It Was A Very Good Year","Frank Sinatra",0.215,0.142,7,-15.395,0,0.0325,0.862,0,0.113,0.126,79.605,267240,4,55.02584,15,1,0,60,"1965-08",1965
"4783","2IDPRiQNveQJS3wYN1F1o4","60s","Rain On The Roof","The Lovin' Spoonful",0.604,0.329,2,-13.52,1,0.0297,0.751,1.18e-06,0.162,0.659,112.455,131040,4,18.62149,8,1,0,30,"1966-11",1966
"4784","2iehL6Q3m5NUDanDT2IKwT","90s","No Doubt About It","Neal McCoy",0.621,0.469,4,-10.438,1,0.0267,0.22,3.34e-05,0.067,0.511,144.665,227640,4,31.36426,8,1,0,48,"1994-01-18",1994
"4785","2IetGxzkjAYQsoFtvX0fNA","70s","Annie: It's the Hard-Knock Life","Charles Strouse",0.601,0.287,11,-14.204,1,0.0748,0.828,0.00352,0.333,0.543,152.281,141067,4,16.62694,7,0,0,45,"1972",1972
"4786","2iFiEltvfs8Fp4y6Cevbi9","60s","Aida / Act 2: Marcia","Giuseppe Verdi",0.307,0.32,5,-15.977,0,0.0475,0.921,0.892,0.595,0.226,148.635,363227,4,38.18535,19,0,0,31,"1962-01-01",1962
"4787","2iFoMAOYrnyobZW3OEWQJc","80s","If I Know A Song Of Africa (Karen's Theme III) - Out Of Africa/Soundtrack Version","John Barry",0.212,0.0384,2,-27.419,0,0.04,0.984,0.869,0.0858,0.137,80.608,132360,5,47.18461,6,0,0,27,"1985-01-01",1985
"4788","2IfpSQcggsntXGjXRFWj1b","70s","(The System Of) Doctor Tarr And Professor Fether","The Alan Parsons Project",0.502,0.699,10,-7.691,1,0.0301,0.313,0,0.151,0.653,85.212,260853,4,52.68474,11,1,0,39,"1976-05-20",1976
"4789","2ifpWVChV5iLsHozrX6IHQ","80s","Jesse","Carly Simon",0.73,0.61,0,-13.418,1,0.0408,0.24,0,0.0969,0.779,106.512,261000,4,19.48098,10,1,0,44,"1980",1980
"4790","2IGr3q6ljcpLvHDFLtI0yW","10s","Look Alive","Rae Sremmurd",0.786,0.583,0,-7.415,1,0.0393,0.0552,1.84e-06,0.326,0.229,120.024,228000,4,32.60726,7,1,1,60,"2016-08-12",2016
"4791","2igwFfvr1OAGX9SKDCPBwO","10s","Empire State Of Mind","Jay-Z + Alicia Keys",0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,276920,4,49.83348,9,1,1,80,"2009-09-08",2009
"4792","2igwFfvr1OAGX9SKDCPBwO","00s","Empire State Of Mind","Jay-Z + Alicia Keys",0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,276920,4,49.83348,9,1,1,80,"2009-09-08",2009
"4793","2Ih217RCGAmyQR68Nn7Cqo","90s","You Know How We Do It","Ice Cube",0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773,4,22.15795,10,1,1,73,"1993-12-07",1993
"4794","2ih2U8ttFzCjnQ5njF3SrR","10s","Gorilla","Bruno Mars",0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.641,139.959,244493,4,56.2119,10,1,1,65,"2012-12-07",2012
"4795","2ihCaVdNZmnHZWt0fvAM7B","10s","Little Talks","Of Monsters And Men",0.446,0.757,1,-5.177,1,0.0322,0.0206,0,0.146,0.421,102.88,266600,4,38.14339,8,1,0,78,"2012-01-01",2012
"4796","2IHO9dXnPui6yBrRF5WkbT","90s","Feels Like Heaven","Peter Cetera (Duet With Chaka Khan)",0.513,0.478,8,-9.216,1,0.0318,0.359,0.00228,0.0961,0.183,83.217,290160,4,38.24851,10,1,0,45,"1992-06-12",1992
"4797","2II03llydk4YnkBBvoYB3B","90s","Frozen","Madonna",0.602,0.616,1,-10.917,1,0.0353,0.662,0.0153,0.149,0.31,108.017,367333,4,36.61666,14,1,0,62,"1998-03-03",1998
"4798","2Iib2MV3ECFJAourgP9dlY","80s","La Isla Bonita","Madonna",0.708,0.832,1,-4.736,0,0.0362,0.392,1.33e-06,0.0561,0.968,99.953,242947,4,15.53683,11,1,0,64,"2009-09-18",2009
"4799","2ijef6ni2amuunRoKTlgww","10s","Sin Pijama","Becky G + Natti Natasha",0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,4,53.42212,8,1,0,72,"2018-04-20",2018
"4800","2IJJszwGK4NWmh3bNK6CPD","60s","The Good, The Bad and the Ugly (From ""The Good, the Bad and the Ugly"") - Titles","Ennio Morricone",0.326,0.895,2,-4.987,0,0.139,0.626,0.843,0.109,0.0679,107.613,162387,4,22.97115,6,0,0,52,"1966",1966
"4801","2iJuuzV8P9Yz0VSurttIV5","10s","Scream & Shout","will.i.am & Britney Spears",0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,283400,4,46.77896,12,1,1,75,"2013-01-01",2013
"4802","2IjyFRCRn8x1bEquOM3vxg","10s","Purpose","Justin Bieber",0.481,0.285,0,-10.848,1,0.0424,0.9,0,0.123,0.316,130.029,210160,4,43.06735,12,1,0,71,"2015-11-13",2015
"4803","2ik5qJAcmrjbpON5QPxmRr","70s","Snowbird","Anne Murray",0.531,0.48,9,-10.633,1,0.0366,0.256,0.000136,0.0908,0.881,104.117,134227,4,52.09587,6,1,0,48,"1998-01-01",1998
"4804","2ikkgfIIM9kGKZCXzXnTpj","10s","I Don't Like","Chief Keef Featuring Lil Reese",0.742,0.844,2,-4.622,1,0.0479,0.000634,0,0.0659,0.416,131.986,293840,4,29.77687,9,1,1,65,"2012-01-01",2012
"4805","2IL4v2XnFOxXhkYOkFvAma","60s","Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": I. Adagio - Allegro molto","Antonín Dvořák",0.27,0.225,4,-16.085,0,0.0344,0.844,0.908,0.0598,0.157,66.71,664293,4,42.39803,33,0,0,20,"1962",1962
"4806","2Ima72UXnfvR539afL3SAF","10s","Hold You Down","DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",0.525,0.681,6,-4.158,0,0.0683,0.195,0,0.141,0.437,151.875,293120,3,35.26742,12,1,1,59,"2015-10-23",2015
"4807","2imeCEVWpza2OheK2KoANa","60s","You're My Everything","The Temptations",0.582,0.377,0,-10.414,1,0.0286,0.629,0,0.0922,0.675,96.783,180533,4,34.76247,9,1,0,33,"1967-07-17",1967
"4808","2ImuQo1g14CTR9hZAZD3aQ","90s","This D.J.","Warren G",0.803,0.444,6,-10.268,0,0.132,0.031,0.0227,0.112,0.584,92.035,203027,4,47.6118,9,1,1,66,"1994-06-07",1994
"4809","2IMYMsgNKoTylh2drnmozk","80s","Chega De Saudade","Stan Getz",0.36,0.308,0,-13.97,0,0.0348,0.888,0.0937,0.0715,0.559,86.654,255053,4,29.54996,8,0,0,34,"1989-01-01",1989
"4810","2InR8wwGrb3AVMmg4luLRy","60s","Sunday And Me","Jay & The Americans",0.394,0.536,10,-10.762,1,0.0572,0.749,0,0.244,0.382,134.67,175800,4,38.96653,10,1,0,15,"1964",1964
"4811","2IOe7O4mP1QrJxv9R16fbb","60s","A Love Supreme Pt. II - Resolution - Alternate Take 2","John Coltrane Quartet",0.399,0.479,8,-10.006,0,0.0482,0.456,0,0.125,0.368,90.441,131827,4,51.56426,5,0,0,11,"1965-02",1965
"4812","2IoP69pwUhyOtCACHEbhko","70s","Tell Her Love Has Felt The Need","Eddie Kendricks",0.485,0.491,0,-11.675,0,0.0351,0.55,0.000499,0.113,0.623,142.857,265613,4,26.50734,14,1,0,23,"1974-02-01",1974
"4813","2IoP69pwUhyOtCACHEbhko","70s","Eddie's Love","Eddie Kendricks",0.485,0.491,0,-11.675,0,0.0351,0.55,0.000499,0.113,0.623,142.857,265613,4,26.50734,14,1,0,23,"1974-02-01",1974
"4814","2IOQOWr4P14saZqZlM7k84","90s","No One Else","Total",0.782,0.515,6,-8.215,0,0.3,0.185,1.34e-05,0.0577,0.791,182.19,260467,4,47.08848,12,1,0,46,"1996-01-30",1996
"4815","2IpeftovkFwpkWBYuS0qCz","00s","Try It On My Own","Whitney Houston",0.544,0.593,6,-5.887,1,0.0362,0.612,6.75e-06,0.146,0.139,135.877,280427,4,33.49273,11,1,0,50,"2002-11-20",2002
"4816","2iqKVzMZpyUVPwxIVaQkhm","70s","Woodstock","Crosby, Stills, Nash & Young",0.458,0.539,4,-12.402,0,0.0571,0.121,0.00944,0.17,0.56,118.928,233773,4,39.85701,11,1,0,54,"1970-03-11",1970
"4817","2IRdmtMgRc2o0g4q59T3dz","80s","Revenge","Ministry",0.64,0.765,9,-10.497,0,0.0312,0.0216,0.00168,0.144,0.399,124.701,228840,4,32.16957,11,0,0,37,"1983",1983
"4818","2iRfjwzPsooCskZrrlsgcC","80s","Centerfield","John Fogerty",0.777,0.948,7,-3.648,1,0.0479,0.127,5.36e-06,0.0708,0.973,142.359,231347,4,23.75308,10,1,0,59,"2010-06-29",2010
"4819","2IRZnDFmlqMuOrYOLnZZyc","10s","Going Bad","Meek Mill Featuring Drake",0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4,44.89442,8,1,1,81,"2018-11-30",2018
"4820","2it4DH8fqcCkSTCmqY5gzk","70s","Hymn 43","Jethro Tull",0.491,0.791,7,-8.801,1,0.036,0.081,6.87e-06,0.447,0.88,93.116,196680,4,48.14101,10,1,0,41,"1971-03-19",1971
"4821","2itCQlm9s7yW21eZoF4eyH","60s","One Way Out - Mono Version","Sonny Boy Williamson II",0.595,0.676,2,-6.145,1,0.0462,0.511,0,0.0923,0.856,112.674,168467,4,47.89384,6,0,0,25,"1965-04-09",1965
"4822","2ITvBuMlwGLsDpVY4s4A8n","60s","Red Red Wine","Neil Diamond",0.521,0.307,9,-12.418,1,0.0239,0.101,0,0.172,0.469,88.714,160333,4,52.2634,5,1,0,33,"1983-01-01",1983
"4823","2iUmqdfGZcHIhS3b9E9EWq","10s","Everybody Talks","Neon Trees",0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,177280,4,31.89244,11,1,0,80,"2012-01-01",2012
"4824","2iUXsYOEPhVqEBwsqP70rE","10s","Youngblood","5 Seconds Of Summer",0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4,34.23056,9,1,0,81,"2018-06-15",2018
"4825","2iv10L39ayLygLfHvffYno","60s","Cuatro Vidas - Tema Remasterizado","Eydie Gormé",0.571,0.379,6,-13.395,1,0.0362,0.635,0,0.364,0.641,110.502,151627,4,23.18206,9,0,0,39,"1965",1965
"4826","2iVtt0mYIL26IGAgRkhHT5","90s","High","The Cure",0.618,0.717,9,-12.107,1,0.03,0.0164,0.000339,0.0594,0.761,114.802,213333,4,67.25689,9,1,0,48,"1992-04-21",1992
"4827","2iWTHXaFtRSMhd5OLpYD7f","80s","Life's What You Make It","Talk Talk",0.525,0.804,1,-7.575,1,0.0321,0.00367,0.285,0.0382,0.935,91.951,268893,4,28.95169,11,1,0,59,"1986",1986
"4828","2IWYi4NJyJvhpJVjVs2pm8","80s","Stop","Sam Brown",0.326,0.3,9,-13.671,1,0.0454,0.443,0,0.139,0.391,185.63,295907,3,53.59801,12,1,0,55,"1988-01-01",1988
"4829","2iXBZ32Fz5VDCLeE0JIdX5","00s","Better In Time","Leona Lewis",0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173,4,25.49532,11,1,0,68,"2007",2007
"4830","2iXEV6fZUCUvJmKvAMGVkL","60s","I (Who Have Nothing)","Ben E. King",0.446,0.262,0,-12.076,1,0.0629,0.48,9.72e-06,0.127,0.155,152.07,154733,4,43.15294,8,1,0,27,"1964-08-24",1964
"4831","2iXH35MhsqO5Ry8a7iptpJ","80s","Endless Summer Nights","Richard Marx",0.582,0.467,10,-12.597,1,0.0391,0.12,0,0.298,0.879,165.21,270693,4,18.17953,13,1,0,58,"1987-01-01",1987
"4832","2ixJ6Ul6CoAvIYiQD2LezO","80s","Jai Madhav Madan Murari","Jagjit Singh",0.404,0.485,6,-7.267,1,0.03,0.817,0,0.0699,0.677,80.797,299908,4,55.28691,13,0,0,31,"1983-06-17",1983
"4833","2iXqaccRqW6vqvqqBgOuug","90s","Do You Want Me","Salt-N-Pepa",0.899,0.451,11,-14.009,0,0.0511,0.0756,3.22e-05,0.044,0.973,121.575,232267,4,40.19435,14,1,0,32,"1990-01-01",1990
"4834","2IYXvw8gAMwhrgWITOfkNU","60s","Qui est 'In"", qui est ""Out""","Serge Gainsbourg",0.6,0.611,3,-9.73,1,0.0811,0.502,0.116,0.24,0.585,148.999,132627,4,21.5232,10,0,0,34,"1968-01-01",1968
"4835","2J0NXdHr6MYvKDSxB7k3V2","10s","A Thousand Bad Times","Post Malone",0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159,221173,4,17.34461,13,1,1,72,"2019-09-06",2019
"4836","2j1mCe3bCFx6wzMh6T90i9","80s","Roxanne, Roxanne","UTFO",0.925,0.955,1,-6.317,1,0.292,0.0342,0,0.198,0.641,100.429,311360,4,21.34853,14,1,0,34,"1996",1996
"4837","2j25bv2cpByJLaNZRKEBwR","60s","Trouble Every Day","Frank Zappa",0.311,0.775,2,-12.683,1,0.076,0.506,0,0.897,0.477,121.352,350053,4,29.52687,17,0,0,44,"1966-06-27",1966
"4838","2j5AMkbTet4BvTWhKrPOta","60s","Feel It","Sam Cooke",0.419,0.8,11,-5.79,1,0.0496,0.53,0,0.826,0.57,105.407,174733,4,39.85532,9,1,0,41,"1963-08-16",1963
"4839","2j6DORpoXYTicBm4hl5Ztx","90s","Born To Roll","Masta Ace Incorporated",0.8,0.658,6,-9.591,0,0.254,0.00436,0,0.109,0.674,92.064,254533,4,22.52764,13,1,1,41,"1993",1993
"4840","2j78lPDRu9HcN3X817CmR2","70s","Ariel","Dean Friedman",0.675,0.564,2,-9.422,1,0.044,0.329,9.07e-05,0.311,0.719,124.544,263639,4,32.67033,12,1,0,37,"1977-02-04",1977
"4841","2j79NtwxoWDmkiH4MGwdLq","10s","Lonely Eyes","Chris Young",0.657,0.674,1,-5.273,1,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005,217413,4,35.83854,10,1,0,57,"2013-09-16",2013
"4842","2j8ThleRVt1A8zKIs2B4D1","90s","Heart Of Stone","Cher",0.391,0.647,0,-10.882,1,0.0396,0.27,0,0.112,0.553,204.411,256293,4,71.16156,12,1,0,46,"1989-01-01",1989
"4843","2J9ChZBgjDLdGaIKdKQcP0","70s","Sha-La-La (Make Me Happy)","Al Green",0.747,0.395,0,-13.78,1,0.0321,0.0672,0.0299,0.219,0.85,110.726,179840,4,36.28013,8,1,0,45,"1974-10-02",1974
"4844","2ja41V8fXBHRDTl3O9zw5L","70s","Al Final de Este Viaje en la Vida","Silvio Rodríguez",0.504,0.261,9,-12.577,1,0.062,0.794,0,0.147,0.483,145.376,225984,4,56.62075,9,0,0,50,"1978-01-01",1978
"4845","2JAECj9kBYQHb8AqJ2rsxt","90s","Walk On The Ocean","Toad The Wet Sprocket",0.395,0.502,6,-8.328,1,0.0309,0.236,5.79e-06,0.332,0.323,183.237,178376,3,32.27767,8,1,0,53,"1991-08-27",1991
"4846","2JaHGxFJd6R5mwmYTRZS6I","80s","Teacher Teacher","38 Special",0.432,0.852,0,-11.01,1,0.0399,0.00957,0,0.171,0.743,157.023,195133,4,32.96472,9,1,0,31,"1987-01-01",1987
"4847","2JaHnS7CcIPoc7Il4BkqdR","90s","Ditty","Paperboy",0.838,0.452,11,-15.219,0,0.0547,0.0509,0,0.0666,0.708,99.075,245030,4,45.6947,13,1,0,44,"1993",1993
"4848","2jaN6NgXflZTj2z9CWcqaP","60s","Time Is On My Side","The Rolling Stones",0.526,0.645,5,-9.012,1,0.0375,0.294,3.13e-06,0.107,0.416,99.636,179133,4,36.53217,9,1,0,53,"1965-01-15",1965
"4849","2jATUzETZL49e6SywauZKE","10s","Va Va Voom","Nicki Minaj",0.647,0.834,8,-3.395,1,0.0317,0.0609,0.00851,0.202,0.704,126.878,183560,4,29.38193,7,1,1,63,"2012-01-01",2012
"4850","2JbqOGlvO809TTEtteJFwp","80s","The Lost Day - Remastered 2004","Brian Eno",0.175,0.0626,11,-34.103,1,0.0348,0.816,0.832,0.105,0.0722,114.615,552227,4,29.71352,25,0,0,31,"1982-03-01",1982
"4851","2jc4wyf3ys0zKCpxHRjEYx","60s","Travelin' Man","Ricky Nelson",0.741,0.363,2,-12.484,1,0.0335,0.669,0,0.117,0.859,123.263,142933,4,40.08185,8,1,0,44,"1991-01-01",1991
"4852","2Jd4KhCwRbEqsrRC57cTe3","90s","Silver Thunderbird","Marc Cohn",0.462,0.267,7,-15.35,1,0.0341,0.721,0,0.0815,0.56,139.042,278720,4,47.41316,11,1,0,41,"1991-02-08",1991
"4853","2JejWNHxYQ71rwoJnERnZP","90s","Together Forever","Lisette Melendez",0.682,0.963,11,-4.046,1,0.057,0.0186,0.0719,0.344,0.71,118.937,345800,4,24.51814,12,1,0,41,"2000",2000
"4854","2jfz8BzyjjTtzMoil5074S","60s","Fiesta De Besos","Tito Rodriguez",0.526,0.43,0,-5.717,1,0.0255,0.741,0.000155,0.171,0.584,95.865,206387,4,33.97414,10,0,0,17,"1962-12-31",1962
"4855","2jgSHtEZ2UxQSz1lHrKoVl","60s","Tempo No Tempo","Os Mutantes",0.458,0.503,9,-5.179,1,0.0355,0.916,0,0.506,0.557,127.252,108787,4,21.88618,6,0,0,26,"1968-01-01",1968
"4856","2jHa1UWWuouaoFqE8I7W77","70s","Never Let Her Go","David Gates",0.576,0.399,8,-14.764,1,0.0251,0.233,2.22e-05,0.104,0.621,84.049,188813,4,45.86204,7,1,0,46,"1975",1975
"4857","2JhIaeltCDCcp02K936tgx","80s","Change","Tears For Fears",0.61,0.801,9,-5.979,0,0.0301,0.0867,0.299,0.238,0.835,125.257,254000,4,24.28334,13,1,0,52,"1983-03-07",1983
"4858","2JI71GHwq2LN8mtq3iCLYo","10s","CoCo","O.T. Genasis",0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.178,119.906,239574,4,32.57416,8,1,1,62,"2014-11-10",2014
"4859","2JiRKaA4JAHMPCqU7D74w6","90s","El Reloj","Luis Miguel",0.387,0.549,2,-7.74,0,0.0306,0.301,0,0.352,0.667,179.741,181853,4,30.91413,11,0,0,44,"1997-08-12",1997
"4860","2jItmTTkIL6SkvABXsTaYT","80s","Love Is A Stranger","Eurythmics",0.781,0.647,5,-8.216,1,0.0264,0.00761,0,0.132,0.551,121.93,224773,4,41.40568,11,1,0,50,"1983-01-04",1983
"4861","2JJ5h2I1S0UR4tyD0U1I7K","10s","R.I.P.","Young Jeezy Featuring 2 Chainz",0.827,0.492,11,-9.338,1,0.265,0.0158,0,0.111,0.485,96.991,199973,4,62.82832,6,1,1,53,"2013-01-01",2013
"4862","2JJ5h2I1S0UR4tyD0U1I7K","10s","R.I.P.","Jeezy",0.827,0.492,11,-9.338,1,0.265,0.0158,0,0.111,0.485,96.991,199973,4,62.82832,6,0,1,53,"2013-01-01",2013
"4863","2JjM0vE6PADTFb2LXdAzVG","80s","Subway To Venus - Remastered","Red Hot Chili Peppers",0.62,0.997,11,-3.036,0,0.125,0.0149,2.7e-05,0.327,0.261,122.92,265040,4,94.86528,10,0,0,39,"1989-08-16",1989
"4864","2JJSGhPpATm8lXeYjD95fw","90s","Desvelado","Bobby Pulido",0.676,0.618,6,-8.987,0,0.046,0.0361,0,0.199,0.899,173.955,221227,4,23.97275,9,0,0,71,"1995-01-01",1995
"4865","2Jkk7UunDLmtxSeHTgar4Z","80s","F.V.K. (Fearless Vampire Killers)","Bad Brains",0.114,0.848,7,-13.015,1,0.0688,0.000415,0.00542,0.281,0.245,165.644,67507,4,21.63546,4,0,1,34,"1982",1982
"4866","2jm4r2LruBBzaEM1Q3rNOg","60s","The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo","Antonio Vivaldi",0.266,0.19,10,-23.082,1,0.0409,0.693,0.00142,0.113,0.28,132.554,137867,4,52.10394,6,0,0,22,"1964",1964
"4867","2JncTLD6G7M7ua0CjyGHGg","70s","Pa' Huele","Eddie Palmieri",0.735,0.574,5,-7.676,1,0.0326,0.709,0.000298,0.105,0.968,125.8,282200,4,55.58624,9,0,0,26,"1970-12-31",1970
"4868","2JNxbnZV2CB8UXfTN13TeA","70s","Some Of Them Are Old - 2004 Digital Remaster","Brian Eno",0.231,0.445,0,-11.42,1,0.0316,0.78,0.912,0.0788,0.077,172.74,311067,4,39.44431,9,0,0,30,"1973",1973
"4869","2JOAxHYCYFiFF5YmOxQ5O9","90s","This Corrosion - 2018 Remaster","Sisters of Mercy",0.496,0.893,0,-9.326,1,0.0652,0.192,0.00011,0.608,0.575,149.402,617489,4,39.34944,19,0,0,41,"1993-08-23",1993
"4870","2JoZzpdeP2G6Csfdq5aLXP","70s","How Deep Is Your Love","Bee Gees",0.633,0.357,5,-9.366,0,0.0264,0.105,0,0.133,0.674,104.938,245200,4,19.6488,13,1,0,75,"1979-01-01",1979
"4871","2JpUkUR0OsOlUUfm6iS8ic","00s","Money Maker","Ludacris Featuring Pharrell",0.464,0.598,1,-6.79,1,0.27,0.149,0,0.299,0.612,79.732,230613,4,31.67163,9,1,1,60,"2006-01-01",2006
"4872","2JqnpexlO9dmvjUMCaLCLJ","10s","Love Someone","Lukas Graham",0.55,0.415,9,-6.557,0,0.052,0.161,0,0.108,0.274,172.065,205463,4,44.89147,9,1,0,73,"2018-09-07",2018
